POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,1,1,BHK,650.0,1,1,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,65.0
Owner,0,0,3,BHK,1300.294406,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,53.0
Dealer,0,0,3,BHK,1512.186444,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,85.0
Owner,0,0,3,BHK,1869.775627,1,1,"Kundli,Sonipat",28.874383,77.113251,85.0
Builder,1,1,2,BHK,760.1038191,0,0,"Kareli Bagh,Vadodara",22.316415,73.202906,41.0
Owner,0,0,3,BHK,1240.0,1,1,"Thakurpukur,Kolkata",22.461348,88.318428,46.5
Owner,0,0,2,BHK,1184.834123,1,1,"Bardoli,Surat",21.12,73.12,17.5
Dealer,0,1,2,BHK,1100.0,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,33.0
Owner,0,0,3,BHK,1400.203666,1,1,"Bhikaripur Khurd,Varanasi",25.695047,83.586612,55.0
Dealer,1,1,2,BHK,1068.319,0,1,"Chembur,Lalitpur",19.05871,72.89969,200.0
Owner,0,0,2,BHK,900.0321439999999,1,1,"Bhagyanagar,Ongole",15.5,80.05,28.0
Dealer,0,0,2,BHK,1000.0,1,1,"Cantt,Varanasi",25.30694,83.00610999999999,85.0
Owner,0,0,3,BHK,1400.1680199999998,1,1,"Civil Lines,Kota",28.67937,77.22608000000001,50.0
Owner,0,0,2,BHK,800.0,1,1,"Ambawadi,Bhavnagar",21.764607,72.158052,28.0
Owner,0,0,1,BHK,578.7950539,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,22.0
Builder,1,1,3,BHK,1600.0,0,0,"Urwa,Mangalore",12.898066,74.834558,72.0
Dealer,0,0,4,BHK,2234.490011,1,1,"Salt Lake,Kolkata",22.54111,88.33778000000001,170.0
Owner,0,0,2,BHK,1200.0,1,1,"Vavdi Bamroli connecting road,Godhra",22.77722,73.62028000000001,21.0
Dealer,0,0,1,BHK,630.0422589,1,1,"Hiranandani Estate,Mumbai",19.255098,72.9815265,82.0
Dealer,0,1,3,BHK,1769.911504,1,1,"Manapakkam,Chennai",13.0133,80.17286,100.0
Dealer,0,0,3,BHK,1982.441235,1,1,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,140.0
Dealer,0,0,2,BHK,675.9761629,1,1,"Sudarshan Nagar,Pune",18.670894,73.801891,76.0
Owner,0,0,2,BHK,614.0997298,1,1,"Byagadadhenahalli,Bangalore",12.758604,77.700377,25.0
Dealer,1,0,1,BHK,607.3223259,0,1,"Baner,Pune",18.558319,73.77588,42.3
Dealer,0,1,1,BHK,454.9978672,1,1,"Wadala,Maharashtra",19.015576,72.85144100000001,160.0
Dealer,0,0,3,BHK,1795.063575,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,48.0
Owner,0,1,3,BHK,1345.20277,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,68.0
Dealer,0,1,2,BHK,980.0427655,1,1,"Mysore Road,Bangalore",12.96991,77.59796,55.0
Dealer,1,1,2,BHK,800.0,0,0,"Panvel,Maharashtra",18.966114,73.148278,81.0
Owner,0,0,2,BHK,1316.61442,1,0,"Gudiapokhari,Bhubaneswar",20.26444,85.82806,33.6
Dealer,0,0,2,BHK,1200.056473,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,170.0
Owner,0,1,2,BHK,784.6214202000001,1,1,"Mahawadiya,Bhopal",23.11702,77.39529,20.0
Owner,0,0,2,BHK,1115.1662609999998,1,1,"Kanakpura Road,Bangalore",12.896796,77.5724,55.0
Dealer,0,0,1,BHK,440.8128158,1,0,"Dombivli (East),Maharashtra",19.2167,73.0833,41.0
Dealer,1,1,2,BHK,760.4562738,0,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,24.0
Dealer,1,1,4,BHK,1807.44668,0,0,"Bileshivale,Bangalore",13.054202,77.674002,150.0
Owner,0,1,4,BHK,2200.671391,1,1,"Vadsar,Vadodara",22.3,73.2,59.0
Dealer,0,1,2,BHK,1334.546557,1,1,"Wadala,Lalitpur",24.69028,78.41889,220.0
Owner,0,0,2,BHK,1179.1680310000002,1,1,"Sughad,Gandhinagar",23.126218,72.628827,36.0
Dealer,0,1,3,BHK,1547.816473,1,1,"Konanakunte,Bangalore",12.8855,77.5638,140.0
Dealer,0,0,3,BHK,2200.0,1,1,"Sector-66 Gurgaon,Gurgaon",28.398408,77.056504,220.0
Dealer,0,0,1,BHK,1750.0,1,1,"Seawoods,Lalitpur",24.69028,78.41889,210.0
Dealer,0,0,2,BHK,800.0,1,1,"Benad Road,Jaipur",26.91667,75.86667,14.0
Dealer,0,0,3,BHK,1838.461538,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,47.8
Dealer,0,0,3,BHK,1755.207114,1,0,"Sector-91 Mohali,Mohali",30.698017,76.679016,75.0
Owner,0,1,2,BHK,899.7882850999999,1,1,"Tikrapara,Bilaspur",22.01845,82.253807,25.5
Dealer,0,1,4,BHK,2993.328429,1,1,"Mahalaxmi,Maharashtra",18.978006,72.806154,1180.0
Dealer,0,0,3,BHK,2190.8804600000003,1,1,"Whitefield,Bangalore",12.9958935,77.761394,160.0
Dealer,0,0,2,BHK,1052.48146,1,1,"Noida Extension,Noida",28.579004,77.431173,36.9
Dealer,1,0,2,BHK,853.3293341,0,1,"Garia,Kolkata",22.403867,88.47000600000001,56.9
Owner,0,0,3,BHK,1575.157516,1,1,"Pal Gam,Surat",21.189685,72.841062,70.0
Dealer,0,0,2,BHK,914.3275121,1,1,"Manpada,Lalitpur",24.69028,78.41889,100.0
Owner,0,1,2,BHK,1030.017657,1,1,"Bajrang Colony,Jhansi",25.468929,78.611136,35.0
Dealer,0,0,1,BHK,550.0381970999999,1,1,"Dahisar (East),Lalitpur",19.256471,72.868815,72.0
Owner,0,0,2,BHK,1117.200675,1,1,"Porur,Chennai",13.03478,80.15586,53.0
Dealer,0,1,2,BHK,1470.15147,1,1,"Harlur,Bangalore",12.928575,77.58572099999999,99.0
Dealer,0,0,3,BHK,1280.081925,1,1,"Suther Ganj,Kanpur",26.4725,80.33111,50.0
Owner,0,0,2,BHK,950.0,1,1,"Chhani,Vadodara",22.360655,73.168216,28.5
Owner,0,1,1,BHK,469.8318497,1,1,"Keshwana Rajput,Jaipur",27.837137,76.23904300000001,9.5
Owner,0,0,3,BHK,1910.341314,1,1,"Kompally,Secunderabad",17.546483,78.480303,75.0
Owner,0,0,2,BHK,835.0730689,1,1,"Old Perungalathur,Chennai",12.9182,80.0824,40.0
Owner,0,0,2,BHK,1148.447469,1,1,"RM Park,Valsad",20.606469,72.913465,27.0
Dealer,0,0,3,BHK,1247.549456,1,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,210.0
Dealer,0,0,2,BHK,1277.320466,1,1,"Mansarovar,Jaipur",26.8626,75.7633,45.0
Owner,0,1,2,BHK,1200.0,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,60.0
Builder,0,0,2,BHK,1022.580645,1,0,"Adityapur,Jamshedpur",22.7808,86.1522,31.7
Owner,0,0,2,BHK,399.0825688,1,1,"madina park,Bharuch",21.708525,72.972359,8.7
Owner,0,0,1,BHK,674.9846593999999,1,1,"Khadpabandh,Goa",15.399602,73.999248,33.0
Owner,0,0,1,BHK,649.9133449,1,1,"Daund,Pune",18.47,74.6,15.0
Owner,0,0,2,BHK,900.090009,1,1,"Chitrakoot,Jaipur",26.91667,75.86667,60.0
Dealer,1,1,3,BHK,878.9101514,0,0,"Thakur Village,Maharashtra",18.518797,73.933947,220.0
Owner,0,0,3,BHK,1749.856569,1,1,"Sector 8 Sonipat,Sonipat",28.995663,77.077794,61.0
Dealer,0,1,4,BHK,3230.0565260000003,1,1,"Goregaon (East),Lalitpur",19.1615,72.8731,760.0
Owner,0,0,2,BHK,1061.051257,1,1,"RPC layout,Bangalore",12.96991,77.59796,65.0
Owner,1,0,3,BHK,1833.180568,0,1,"Shyam Nagar,Jaipur",26.809242,75.741434,100.0
Dealer,0,1,1,BHK,650.0314531,1,1,"Taloja,Maharashtra",21.56128,74.21238000000001,31.0
Dealer,1,1,1,BHK,547.0040299,0,1,"Thane West,Mumbai",19.18,72.96333,82.8
Dealer,1,1,1,BHK,461.7563739,0,1,"Punawale,Pune",18.637802,73.745912,32.6
Dealer,0,0,2,BHK,1100.020371,1,1,"Jakkur,Bangalore",12.928575,77.58572099999999,54.0
Dealer,0,1,1,BHK,665.0544135,1,1,"Mira Road East,Mumbai",19.2836,72.8675,55.0
Dealer,0,0,4,BHK,3000.0,1,1,"Michael Palaya,Bangalore",50.817397,4.42145,420.0
Owner,0,0,3,BHK,1110.006627,1,1,"Behala Chowrasta,Kolkata",22.486964,88.313191,67.0
Dealer,0,0,4,BHK,2655.650634,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000001,270.0
Dealer,0,1,3,BHK,1839.456338,1,1,"Marol,Mumbai",22.803593,83.755013,360.0
Owner,0,0,2,BHK,790.1668129999999,1,1,"9th Phase JP Nagar,Bangalore",35.373870000000004,132.764401,36.0
Dealer,1,1,3,BHK,782.0442637,0,0,"Mira Road East,Lalitpur",19.2836,72.8675,100.0
Owner,0,0,3,BHK,1034.928849,1,1,"Aroor,Kochi",9.87806,76.30389,40.0
Owner,0,0,1,BHK,710.991545,1,1,"Dindoli,Surat",21.142359,72.862596,18.5
Owner,0,0,1,BHK,584.7953216,1,1,"Sector-7 Gandhidham,Gandhidham",23.050157,70.122999,5.0
Owner,0,0,3,BHK,1230.149855,1,1,"Garia,Kolkata",22.403867,88.47000600000001,55.0
Dealer,0,1,1,BHK,680.0585897000001,1,1,"Sector-16 Ulwe,Mumbai",19.076466,72.999804,65.0
Dealer,0,0,2,BHK,1100.096712,1,1,"Sector 17 Ulwe,Maharashtra",18.964489,73.019574,91.0
Dealer,0,0,2,BHK,900.1406470000001,1,1,"Hindustan More,Kolkata",22.558039,88.350884,32.0
Owner,0,0,1,BHK,1108.29639,1,1,"Nizampura,Vadodara",22.328394,73.176639,17.5
Dealer,1,1,1,BHK,320.9628887,0,0,"Taloja,Mumbai",19.076057,73.097319,28.8
Dealer,1,1,2,BHK,626.2589268999999,0,0,"Thanisandra,Bangalore",13.055985,77.622157,68.4
Dealer,0,0,2,BHK,1200.197971,1,1,"Bagmugaliya,Bhopal",23.19046,77.473795,48.5
Dealer,1,0,3,BHK,842.2664625,0,1,"Ankurhati,Kolkata",22.608638,88.238067,22.0
Owner,0,0,2,BHK,860.3031543999999,1,1,"Mohishila Colony,Asansol",23.65444,86.990713,21.0
Dealer,0,0,1,BHK,650.026001,1,1,"Rawalpada,Mumbai",18.96667,72.83333,75.0
Owner,0,0,2,BHK,1087.12533,1,1,"Salt Lake,Kolkata",22.54111,88.33778000000001,70.0
Owner,0,0,3,BHK,1800.08471,1,1,"Channi,Jammu",25.739179,87.51498000000001,85.0
Dealer,1,1,1,BHK,625.0,0,1,"Badlapur,Lalitpur",24.69028,78.41889,25.5
Dealer,0,0,2,BHK,1085.07627,1,1,"Sector-24 Taloja,Lalitpur",30.673846,76.877616,69.0
Dealer,0,0,3,BHK,1434.615385,1,1,"Jadavpur,Kolkata",22.494831,88.37056700000001,74.6
Dealer,0,1,3,BHK,2593.473093,1,1,"Nipania,Indore",22.760061,75.928572,120.0
Dealer,0,1,2,BHK,1019.475358,1,1,"Pisoli,Pune",18.440853,73.90536,51.3
Dealer,1,1,1,BHK,368.3400654,0,0,"New Panvel,Lalitpur",18.966114,73.148278,38.3
Dealer,1,1,3,BHK,1050.319489,0,1,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,26.3
Dealer,0,1,3,BHK,1590.574374,1,1,"Wadala,Maharashtra",19.015576,72.85144100000001,270.0
Dealer,0,1,3,BHK,1092.006512,1,1,"Worli,Lalitpur",19.0167,72.8167,550.0
Dealer,0,1,1,BHK,706.4475109,1,1,"Wadala,Lalitpur",24.69028,78.41889,150.0
Owner,0,0,3,BHK,1660.02656,1,1,"Bommanahalli,Bangalore",12.907374,77.625811,100.0
Owner,0,0,2,BHK,700.0538502999999,1,1,"Sardar Para,Kolkata",22.54111,88.33778000000001,26.0
Dealer,0,0,1,BHK,1583.166333,1,1,"Sector-25 Khandeshhwar,Lalitpur",28.582887,77.339935,7.9
Owner,0,1,4,BHK,2987.172729,1,1,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,170.0
Dealer,1,1,2,BHK,646.9036553,0,0,"Mihan,Lalitpur",24.69028,78.41889,51.5
Owner,0,0,1,BHK,497.1219257,1,1,"New perungalathur,Chennai",12.9182,80.0824,19.0
Owner,0,0,2,BHK,950.4608295,1,1,"SARVA SAMPANNA NAGAR,Indore",22.66667,75.75,16.5
Dealer,0,0,4,BHK,3000.0,1,1,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,390.0
Owner,0,1,3,BHK,1634.368433,1,1,"Sector-125 Mohali,Mohali",30.751176,76.668359,70.0
Owner,0,1,2,BHK,800.0,1,1,"Vajdi,Rajkot",22.255549,70.705585,25.0
Owner,0,0,3,BHK,1400.233372,1,1,"Kundli,Sonipat",28.874383,77.113251,60.0
Owner,0,0,2,BHK,1215.38155,1,1,"Kalena Agrahara,Bangalore",12.865219,77.59036,61.0
Dealer,0,0,2,BHK,1255.02008,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000001,75.0
Dealer,0,0,2,BHK,1811.203588,1,1,"Mazgaon,Lalitpur",24.69028,78.41889,420.0
Dealer,1,1,2,BHK,684.1216216,0,0,"Balewadi,Lalitpur",24.69028,78.41889,64.8
Dealer,0,1,2,BHK,587.0841487,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,27.0
Dealer,0,0,3,BHK,1192.748092,1,1,"Mira Road,Maharashtra",19.283359,72.864964,100.0
Dealer,0,1,3,BHK,1623.125676,1,1,"Wakad,Pune",18.5993,73.7625,210.0
Owner,0,0,3,BHK,2124.430956,1,1,"Puttappa Layout,Bangalore",12.96991,77.59796,140.0
Owner,0,1,2,BHK,1017.055234,1,1,"Kanakapura,Bangalore",12.55,77.417,65.0
Owner,0,1,2,BHK,998.816568,1,1,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,42.2
Dealer,0,0,3,BHK,1799.703578,1,1,"Punkunnam,Thrissur",10.5339,76.2085,85.0
Owner,0,0,2,BHK,1120.071685,1,1,"Lakshmi Nagar,Chennai",28.636477000000003,77.274046,75.0
Dealer,0,1,3,BHK,2080.0,1,1,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,130.0
Dealer,0,1,3,BHK,1580.015217,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,62.3
Owner,0,0,2,BHK,1284.109149,1,1,"Doddakannelli,Bangalore",12.905538,77.694263,80.0
Builder,1,0,1,BHK,807.4382187000001,0,0,"Goa Velha,Goa",15.4425,73.88306,33.0
Dealer,0,1,1,BHK,371.5688462,1,0,"Dombivli (East),Lalitpur",19.2167,73.0833,33.3
Dealer,0,0,2,BHK,815.056313,1,1,"Electronic City,Bangalore",12.8458,77.6727,27.5
Dealer,0,1,3,BHK,1730.393525,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,62.0
Dealer,0,0,1,RK,350.0072918,1,1,"Mindspace,Lalitpur",24.69028,78.41889,72.0
Owner,0,0,1,BHK,599.964708,1,1,"Vidhyadhar Nagar,Jaipur",26.959353000000004,75.77919399999999,34.0
Dealer,0,0,1,BHK,630.0403226,1,1,"Katraj,Pune",18.437853,73.865268,37.5
Dealer,0,0,2,BHK,1140.007125,1,1,"Sector-16 Ulwe,Maharashtra",19.076466,72.999804,96.0
Dealer,0,0,3,BHK,1460.1077699999998,1,1,"Action Area III,Kolkata",22.54111,88.33778000000001,84.0
Owner,0,0,2,BHK,1130.085384,1,1,"Tiruneermalai,Chennai",12.96368,80.11469,45.0
Dealer,0,0,2,BHK,1193.196243,1,1,"Hinoo,Ranchi",23.319558,85.316913,47.0
Dealer,0,0,1,BHK,699.9923914,1,1,"Nahur East,Maharashtra",20.7,75.68333,92.0
Dealer,0,0,2,BHK,975.0152346,1,1,"NH-8,Dharuhera",12.973237,77.64685899999999,32.0
Owner,0,0,2,BHK,1105.379514,1,1,"Vadlapaudi,Visakhapatnam",17.7,83.25,30.0
Owner,1,1,3,BHK,1849.853553,0,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,120.0
Dealer,0,0,2,BHK,796.0375022000001,1,1,"Porur,Chennai",13.03478,80.15586,45.0
Dealer,1,0,3,BHK,1430.274136,0,1,"Waghbil,Maharashtra",18.96,72.82,180.0
Dealer,0,0,3,BHK,2070.189274,1,1,"Dollars Colony,Bangalore",15.346804,75.115177,210.0
Dealer,0,0,3,BHK,1684.919966,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,80.0
Dealer,0,0,2,BHK,1227.244835,1,1,"Sector-108 Noida,Noida",28.526624,77.37671800000001,60.0
Owner,0,1,2,BHK,656.0962274,1,1,"Attibele,Bangalore",12.7768,77.76886999999999,24.0
Owner,0,0,2,BHK,1097.804391,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,22.0
Dealer,0,0,3,BHK,1248.829223,1,1,"Dahisar,Lalitpur",24.69028,78.41889,200.0
Dealer,0,0,3,BHK,1140.0114,1,1,"Chembur,Lalitpur",19.05871,72.89969,380.0
Owner,0,0,2,BHK,850.0088542999999,1,1,"P.N.Palayam,Coimbatore",11.0,76.96667,48.0
Owner,0,1,3,BHK,1726.263872,1,1,"Konanakunte,Bangalore",12.8855,77.5638,140.0
Dealer,0,1,2,BHK,67361.11111,1,0,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,9700.0
Dealer,0,1,2,BHK,1175.548589,1,1,"Chembur,Mumbai",19.05871,72.89969,240.0
Dealer,1,0,2,BHK,847.8605388,0,1,"Mansarovar,Jaipur",26.8626,75.7633,32.1
Owner,0,0,3,BHK,1388.117712,1,1,"Mota Varachha,Surat",21.242206,72.884971,50.0
Owner,0,0,2,BHK,1200.300075,1,1,"Smriti Nagar,Bhilai",21.215393,81.318232,16.0
Owner,0,0,3,BHK,1390.337157,1,1,"Kanak Vihar,Jaipur",22.077054,79.553859,40.0
Dealer,0,1,2,BHK,1082.028511,1,1,"Wagholi,Pune",18.5823,73.983,46.3
Dealer,0,0,4,BHK,2000.0,1,1,"Sonari,Jamshedpur",22.830053,86.158521,75.0
Dealer,1,1,1,BHK,353.0286139,0,0,"Bhadra Nagar,Lalitpur",24.862517,78.28246700000001,38.0
Owner,0,0,2,BHK,1300.578035,1,1,"Karamsad,Anand",22.55,72.9,27.0
Dealer,0,1,4,BHK,5356.8342840000005,1,1,"Sector-94 Noida,Noida",28.551820000000003,77.324137,620.0
Dealer,0,1,3,BHK,1266.551526,1,1,"Hinjewadi,Pune",18.5853,73.7413,110.0
Owner,0,0,2,BHK,1070.154578,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,45.0
Dealer,0,0,3,BHK,1549.973276,1,1,"Sector-29 Noida,Noida",28.568966,77.335388,87.0
Owner,0,0,3,BHK,1550.246216,1,1,"Kidwai Nagar,Kanpur",26.42984,80.331518,85.0
Dealer,1,0,2,BHK,921.4830971,0,1,"Garchuk,Guwahati",26.103211,91.712918,33.8
Dealer,0,1,1,BHK,45284.08689,1,0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,6400.0
Owner,0,0,3,BHK,2000.0,1,1,"Sector-9 Mansarovar,Jaipur",26.8626,75.7633,40.0
Dealer,0,0,3,BHK,1249.056604,1,1,"BEML Layout,Bangalore",13.116079999999998,78.13698000000001,66.2
Dealer,0,0,1,BHK,715.193897,1,1,"Badlapur (East),Lalitpur",24.69028,78.41889,22.5
Owner,0,1,3,BHK,1485.249237,1,1,"Jakkur,Bangalore",12.928575,77.58572099999999,73.0
Dealer,0,0,3,BHK,1739.1304350000005,1,1,"Sector-119 Noida,Noida",28.587711,77.403123,72.0
Dealer,0,0,2,BHK,975.2547307,1,1,"Chhalera,Noida",28.57,77.32,26.8
Owner,1,1,2,BHK,895.140665,0,1,"Noida Extension,Noida",28.579004,77.431173,35.0
Dealer,1,0,3,BHK,2500.0,0,1,"esi hospital,Vijayawada",16.51667,80.61667,95.0
Dealer,0,1,3,BHK,1884.416461,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,83.8
Dealer,0,1,3,BHK,1670.581327,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,56.9
Owner,0,1,2,BHK,1330.023054,1,1,"Sector-94 Noida,Noida",28.551820000000003,77.324137,150.0
Owner,0,1,2,BHK,1067.132324,1,1,"Sector-110 Noida,Noida",28.536585,77.383669,55.0
Owner,0,1,3,BHK,1930.147059,1,1,"Bhatagaon,Raipur",21.152442,81.090184,63.0
Dealer,0,0,3,BHK,1800.0179999999998,1,1,"Juhu,Mumbai",19.1026,72.8243,1200.0
Dealer,0,1,2,BHK,824.0317627000001,1,1,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,110.0
Dealer,0,0,3,BHK,1690.185011,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,53.9
Owner,0,1,1,BHK,549.9541705,1,1,"Sector-77 Noida,Noida",28.568096,77.390253,30.0
Dealer,0,0,1,BHK,540.0192864,1,1,"Sukhsagar Nagar,Pune",18.52361,73.84778,28.0
Owner,0,0,2,BHK,830.0395257,1,1,"Chromepet,Chennai",12.95161,80.14097,42.0
Dealer,0,0,3,BHK,931.3762015,1,1,"Marol,Maharashtra",19.111438,72.878724,250.0
Dealer,0,0,3,BHK,1287.634409,1,1,"Kanakapura,Bangalore",12.55,77.417,47.9
Dealer,0,0,2,BHK,1000.0,1,1,"Sector 11 Belapur,Mumbai",19.01891,73.039292,120.0
Owner,0,0,3,BHK,1250.0,1,1,"Karunamoyee,Kolkata",22.584743,88.399305,62.0
Dealer,0,0,3,BHK,1347.6079960000002,1,1,"Mayur Colony,Pune",18.52361,73.84778,180.0
Owner,0,0,2,BHK,1211.020285,1,1,"Shatabdi Nagar,Meerut",21.23559,81.664565,40.0
Dealer,0,0,3,BHK,2251.889979,1,1,"Chikku Lakshmaiah Layout,Bangalore",12.619195,76.918126,280.0
Dealer,0,0,3,BHK,1686.1300190000002,1,1,"Halasur,Bangalore",12.96991,77.59796,270.0
Dealer,0,0,3,BHK,1200.056473,1,1,"Ganesh Nagar,Lalitpur",21.135078,79.11474399999999,170.0
Dealer,1,1,3,BHK,1408.186256,0,1,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,75.0
Dealer,0,0,2,BHK,911.1156104,1,1,"Dhayari,Pune",18.430375,73.815337,45.0
Dealer,1,0,2,BHK,1322.899199,0,1,"Thanisandra,Bangalore",13.055985,77.622157,71.0
Dealer,0,0,2,BHK,1070.175439,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000001,36.6
Dealer,1,1,2,BHK,1125.259106,0,1,"Faizabad Road,Lucknow",26.86056,80.91583,38.0
Dealer,0,0,2,BHK,1386.20245,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,43.0
Dealer,0,0,2,BHK,1104.679209,1,1,"Sector-115 Mohali,Mohali",30.712867,76.648557,22.9
Dealer,1,0,2,BHK,1100.110011,0,1,"Ghogali,Nagpur",20.841677,78.908826,30.0
Dealer,0,0,3,BHK,2049.880424,1,1,"Sector-109 Gurgaon,Gurgaon",28.510825,77.006087,120.0
Dealer,0,1,2,BHK,848.3594443,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,28.7
Dealer,0,1,3,BHK,1237.9463119999998,1,1,"Mulund (West),Maharashtra",19.1759,72.9522,190.0
Dealer,1,1,4,BHK,1556.454841,0,0,"Laxmi Nagar,Maharashtra",20.07911,73.911636,350.0
Dealer,0,0,3,BHK,1230.198854,1,1,"New Town,Kolkata",22.5922,88.484911,73.0
Dealer,0,1,2,BHK,1175.1538890000002,1,1,"Noida Extension,Noida",28.579004,77.431173,42.0
Owner,0,0,3,BHK,1857.142857,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,130.0
Owner,0,0,2,BHK,2040.816327,1,1,"Keelkattalai,Chennai",12.957707,80.18367099999999,35.0
Dealer,0,0,1,BHK,545.0086292999999,1,1,"Sector 11 Kharghar,Lalitpur",19.037971,73.070481,60.0
Builder,1,1,1,BHK,471.641791,0,0,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,31.6
Owner,0,0,2,BHK,1253.132832,1,1,"Wagholi,Pune",18.5823,73.983,50.0
Dealer,1,1,2,BHK,1000.0,0,1,"Vrindavan Yojna,Lucknow",26.766594,80.949809,33.0
Dealer,1,0,2,BHK,1000.0,0,1,"Atchutapuram,Visakhapatnam",17.7,83.25,21.0
Owner,0,0,3,BHK,1530.221882,1,1,"Jnana Ganga Nagar,Bangalore",12.959022,77.489598,60.0
Dealer,0,0,1,BHK,600.0,1,1,"Handewadi,Pune",19.910551,74.283241,27.0
Dealer,0,0,3,BHK,1289.134438,1,1,"Tambaram,Chennai",12.93,80.11,63.0
Owner,0,0,2,BHK,1290.1815,1,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,59.0
Dealer,1,1,2,BHK,73204.97393,0,0,"Baner,Pune",18.558319,73.77588,7300.0
Owner,0,1,3,BHK,1460.31746,1,1,"Sector-151 Noida,Noida",28.44414,77.465898,46.0
Owner,0,0,2,BHK,1050.144395,1,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,40.0
Owner,0,0,3,BHK,1062.110367,1,1,"Shibrampur,Kolkata",22.483287,88.263398,46.0
Dealer,1,0,2,BHK,1044.397463,0,1,"Pingale Wasti,Lalitpur",24.6902,78.416,74.1
Dealer,1,0,3,BHK,1424.895465,0,1,"Dagapur,Siliguri",26.741803000000004,88.395904,44.3
Dealer,0,0,4,BHK,3115.264798,1,1,"Sector-104 Noida,Noida",28.537227,77.370417,280.0
Dealer,1,0,3,BHK,770.5553164,0,0,"Shyampur,Durgapur",23.478662,87.315773,17.9
Dealer,0,0,2,BHK,1000.0,1,1,"Pimple Saudagar,Pune",18.5956,73.7981,80.0
Owner,0,0,2,BHK,750.0750075,1,1,"Devlok Colony,Bhopal",23.25,77.41667,25.0
Owner,0,0,3,BHK,1222.805701,1,1,"Purushothapuram,Visakhapatnam",17.792968,83.217609,48.9
Owner,0,0,2,BHK,1000.0,1,1,"Telco Colony,Jamshedpur",22.775,86.2528,25.0
Owner,0,0,2,BHK,1100.110011,1,1,"Bardoli,Surat",21.12,73.12,20.0
Owner,0,0,3,BHK,1899.936669,1,1,"Sector 21C Faridabad,Faridabad",28.4317,77.2987,90.0
Dealer,1,1,3,BHK,1363.488448,0,1,"Jagatpura,Jaipur",26.832353,75.841749,41.9
Builder,1,1,4,BHK,2727.272727,0,0,"Savarkar Nagar,Maharashtra",20.013202,73.75309399999999,150.0
Owner,0,0,2,BHK,1410.188613,1,1,"Bellandur,Bangalore",12.9255,77.6765,80.0
Dealer,0,0,3,BHK,1420.010422,1,1,"Ratu Road,Ranchi",23.302588,85.378336,54.5
Dealer,0,1,2,BHK,1195.814649,1,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,160.0
Dealer,0,1,3,BHK,1261.787754,1,1,"Malad (West),Lalitpur",19.1849,72.8347,190.0
Dealer,0,1,2,BHK,1205.76671,1,1,"Mansarovar,Jaipur",26.8626,75.7633,36.8
Dealer,0,0,3,BHK,2000.0,1,1,"Lower Parel,Mumbai",18.996305,72.827789,600.0
Owner,0,0,2,BHK,1200.0,1,1,"Golden Avenue,Amritsar",31.629929,74.891663,42.0
